index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
79,53.986395,0.174150,0.040081,6597.237,11722.137,5000.649,0.209137,,0.0000,-192.199005,64.408279,-15.888203,22.547764,-10.010018,1.140216,1.250487,-2.472920,-0.029420,14.715734,7.663483,3.865078,-2.050345,unpitched,bright,soft,medium,2,1,1,1,2,2,2,2
80,54.160544,0.278639,0.143584,1266.882,2564.174,2759.214,0.014648,,0.0000,-355.693359,122.332405,13.097980,45.987072,20.353218,22.334661,30.799341,8.160283,14.318903,16.427967,6.631132,7.648483,11.213209,unpitched,dark,loud,medium,0,1,1,1,0,0,0,0
81,54.439184,0.301859,0.160950,2145.535,4131.185,3150.355,0.047418,,0.0000,-230.425964,143.684097,0.156438,39.882927,-5.175889,5.916827,14.482308,10.807093,11.546186,3.194302,4.854339,6.519265,5.674562,unpitched,mid,loud,long,0,1,1,1,0,0,0,0
82,54.741043,0.162540,0.256048,1042.657,1823.145,2562.590,0.002279,,0.0000,-280.047729,158.388672,10.167906,23.790203,22.931433,12.188138,17.723463,18.941057,12.722939,15.521008,11.124698,11.997298,12.738203,unpitched,dark,loud,short,2,1,1,1,2,2,2,2
83,54.903583,0.313469,0.148442,684.960,835.950,2132.852,0.002755,,0.0000,-383.528381,146.113327,58.802280,24.723907,22.163687,23.491571,20.072836,16.689537,14.623614,12.333517,10.295759,10.350724,11.852608,unpitched,dark,loud,long,0,1,1,1,0,0,0,0
84,55.217052,0.290249,0.037417,3860.394,9231.119,5031.400,0.058613,,0.0000,-309.963684,121.482086,38.857533,3.688207,-18.798847,20.621193,0.530074,21.745705,4.793095,8.843277,-1.879690,15.073785,5.986119,unpitched,bright,soft,medium,0,1,1,1,0,0,0,0
85,55.507302,0.208980,0.018901,2364.614,4052.775,3742.915,0.045076,,0.0000,-404.747925,167.762604,-8.475436,15.361990,-0.115472,-13.317164,-0.752433,-8.181841,6.875560,5.176215,1.892031,-2.091993,10.208262,unpitched,mid,soft,medium,2,1,1,1,2,2,2,2
86,55.716281,0.050000,0.002653,3113.553,5947.471,4719.002,0.027246,,0.0000,-509.481445,131.883698,-13.450299,27.303875,23.627134,9.704592,13.475737,-7.102487,2.184046,-0.123622,-1.060051,-7.443233,9.533279,unpitched,mid,soft,short,4,1,1,3,4,5,4,4
87,55.751111,0.050000,0.004119,4186.847,7717.500,4841.444,0.062793,,0.0000,-415.395447,105.967148,-29.852591,27.473179,15.215872,4.704809,16.765934,-3.246308,-3.362077,2.735648,-7.422553,-4.380011,9.107153,unpitched,bright,soft,short,4,1,1,3,4,5,4,4
88,55.785941,0.290249,0.139189,2051.993,3692.944,3418.816,0.026517,,0.0000,-375.206238,98.636734,44.599545,34.465279,20.690756,17.565769,14.417748,17.306683,12.463944,13.146560,3.855397,7.357824,10.235330,unpitched,mid,medium,medium,0,1,1,1,0,0,0,0
